0.85	1.147	0.987	-0.0151	0.0112	-0.0362	1.819	5.054	7.197	5.185	0	0	0	0	-0.0371294	-0.00795565	0.00343267	-0.0963507	0.0382667	9.80342	5.15	4.89	40.77	-0.93368	-0.0274907	-0.0562953	-0.347774	0
0.852	1.145	0.987	-0.0137	0.0093	-0.0339	1.84	5.082	7.173	5.157	0	0	0	0	-0.0499001	-0.0452037	0.0044969	0.0708423	-0.019133	9.89288	5.06	4.82	40.78	-0.933722	-0.0269853	-0.0554199	-0.347842	0
0.849	1.145	0.987	-0.0155	0.0086	-0.0313	1.786	5.051	7.176	5.166	0	0	0	0	-0.00733095	-0.0462679	-0.0114665	0.20186	-0.000329018	9.91082	4.99	4.69	40.76	-0.933839	-0.0267595	-0.0541691	-0.34774	0
0.845	1.142	0.987	-0.0186	0.0063	-0.0298	1.835	5.087	7.213	5.192	0	0	0	0	0.0267244	-0.00582719	-0.0167877	0.208449	0.00328813	9.85453	4.95	4.61	40.74	-0.933945	-0.0267124	-0.0533847	-0.34758	0
0.847	1.145	0.987	-0.017	0.0082	-0.0291	1.831	5.042	7.148	5.241	0	0	0	0	0.0320456	0.0420632	-0.00827386	0.0953494	-0.0392226	9.81539	4.94	4.64	40.73	-0.933966	-0.0265522	-0.0535449	-0.347513	0
0.853	1.143	0.988	-0.0119	0.007	-0.0287	1.821	5.07	7.138	5.169	0	0	0	0	0.0320456	0.0378062	-0.00933809	-0.0491416	-0.0372461	9.79664	4.97	4.7	40.72	-0.933958	-0.0266137	-0.054204	-0.347426	0
0.853	1.142	0.988	-0.0116	0.0054	-0.0287	1.812	5.072	7.173	5.176	0	0	0	0	0.0352383	0.000558189	-0.0061454	-0.138983	-0.0274418	9.7826	5.04	4.76	40.72	-0.933938	-0.0269971	-0.0548494	-0.347349	0
0.85	1.143	0.988	-0.0135	0.0061	-0.0293	1.779	5.037	7.166	5.173	0	0	0	0	0.0405594	-0.0303045	-0.00827386	-0.111781	0.0576324	9.75096	5.13	4.74	40.7	-0.933952	-0.0278154	-0.0550085	-0.347222	0
0.854	1.14	0.988	-0.0102	0.0038	-0.0297	1.772	5.068	7.148	5.171	0	0	0	0	0.0160821	-0.028176	0.00130421	-0.0111128	0.0860325	9.76451	5.18	4.69	40.7	-0.933964	-0.0283699	-0.0546843	-0.347198	0
0.855	1.137	0.988	-0.0091	0.0013	-0.0303	1.816	5.089	7.178	5.185	0	0	0	0	0.0160821	-0.000506041	0.00343267	-0.0296365	0.112588	9.7479	5.24	4.66	40.7	-0.933949	-0.0289549	-0.0546509	-0.347194	0
0.86	1.138	0.988	-0.0049	0.0018	-0.0313	1.831	5.063	7.134	5.187	0	0	0	0	0.020339	0.0207786	0.00556113	-0.0372277	0.0686157	9.73435	5.29	4.67	40.7	-0.93391	-0.029355	-0.0549192	-0.347223	0
0.865	1.136	0.988	0	0.0005	-0.0309	1.786	5.068	7.127	5.18	0	0	0	0	0.00331135	0.00587934	0.0130107	0.024652	0.0787631	9.80278	5.31	4.64	40.72	-0.933873	-0.0296043	-0.0547414	-0.347328	0
0.856	1.14	0.988	-0.0076	0.0033	-0.0312	1.809	5.03	7.197	5.192	0	0	0	0	-0.00945941	0.00375088	0.00343267	0.0620402	0.0274799	9.77065	5.29	4.61	40.72	-0.933882	-0.0294943	-0.0544318	-0.347365	0
0.864	1.138	0.988	-0.0008	0.0022	-0.0322	1.8	5.068	7.115	5.216	0	0	0	0	-0.00413826	0.0260997	0.00556113	0.0609263	-0.023837	9.73292	5.25	4.63	40.73	-0.933865	-0.0291679	-0.0544229	-0.347437	0
0.865	1.136	0.988	0.0003	0	-0.0334	1.767	5.07	7.155	5.195	0	0	0	0	0.0235317	0.0260997	0.0044969	0.0355544	0.0110628	9.7242	5.27	4.64	40.73	-0.933841	-0.029264	-0.0545574	-0.347474	0
0.859	1.138	0.988	-0.005	0.0017	-0.0355	1.772	5.03	7.178	5.195	0	0	0	0	0.0394952	0.022907	-0.00295271	-0.0746367	0.0398138	9.67831	5.35	4.67	40.73	-0.933814	-0.0297764	-0.055093	-0.347419	0
0.861	1.136	0.988	-0.0034	0.0001	-0.0382	1.77	5.065	7.152	5.204	0	0	0	0	0.034174	0.0133289	-0.00188848	-0.141196	0.0560398	9.64529	5.44	4.72	40.73	-0.933773	-0.0304264	-0.0557483	-0.347366	0
0.868	1.134	0.988	0.0023	-0.0018	-0.0403	1.781	5.075	7.124	5.206	0	0	0	0	0.0086325	-0.0154053	0.00236844	-0.106661	0.190015	9.68207	5.55	4.68	40.72	-0.933757	-0.0313916	-0.0557336	-0.347327	0
